id,title,type,age,description,address,city,state,zip_code,latitude,longitude,sale_price,rent_price,area,rooms,bath_rooms,image_links,owner_id
370,nibh fusce,Viva,47,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",77 Kim Parkway,Felton,DE,19943,26.665400,-80.092900,17527226.46,1027.05,1045.81,6,2,,105
372,dictumst maecenas,Greenlam,89,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",51 Green Trail,Las Vegas,NV,89137,35.044300,-106.672900,9897471.00,3697.34,8955.28,10,2,,264
373,tincidunt,Aerified,20,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,569 Dottie Park,Sacramento,CA,94206,43.035400,-76.128200,5750597.93,5029.21,6588.23,10,4,,72
374,in purus,Stim,53,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",4 Ronald Regan Trail,Stony Creek,VA,23882,28.072000,-81.960900,6162405.00,5519.75,8477.04,6,3,,40
375,dapibus duis,Aerified,32,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,15 Independence Plaza,Lumberton,TX,77657,39.779500,-86.132800,20622094.16,3689.92,2739.53,7,4,,25
376,in faucibus orci,Rank,91,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4638 Cherokee Terrace,Washington,DC,20203,38.246700,-85.685300,29549675.23,5373.85,1443.83,7,2,,131
377,aenean,Tres-Zap,36,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",088 Garrison Crossing,Applegate,CA,95703,39.798200,-84.321100,15837242.29,6458.14,6978.07,5,5,,205
378,sit,Y-Solowarm,41,Phasellus in felis. Donec semper sapien a libero. Nam dui.,364 Kropf Terrace,Newark,MO,63458,32.742300,-117.094700,22630320.64,1323.81,6698.09,5,5,,244
554,donec,Bitwolf,24,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,01292 Annamark Crossing,Rye,TX,77369,40.640700,-73.902800,6738699.00,7319.17,2681.93,8,3,,179
382,lacinia,Subin,38,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",44557 Upham Hill,Nogales,AZ,85662,29.254100,-82.109500,23349614.83,4486.93,9792.93,8,3,,132
383,est quam,Holdlamis,85,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",1 Melrose Drive,Lecanto,FL,34461,42.170700,-72.604800,29519515.15,1598.64,2490.61,6,5,,155
385,nam ultrices libero,Wrapsafe,41,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",36842 North Street,Hodges,SC,29653,39.749500,-89.606000,18942544.77,5675.75,5082.60,8,2,,26
387,adipiscing elit proin,Gembucket,68,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4 Main Place,Duke,OK,73532,38.354000,-81.639400,7454983.00,5461.20,6211.24,9,4,,152
388,aliquet pulvinar,Bamity,23,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",58 Blackbird Drive,Winnett,MT,59087,33.413000,-82.133700,20089948.47,5186.40,8618.99,9,2,,234
389,sollicitudin ut suscipit,Holdlamis,82,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3798 Cordelia Center,Shelbyville,IL,62565,33.932800,-84.556000,18696807.96,6738.98,4127.85,9,4,,80
390,condimentum curabitur,Prodder,47,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",684 Tennyson Circle,Walnut Creek,OH,44687,32.490800,-92.159400,11524591.16,5189.13,2932.95,7,5,,247
391,non mi,Sonair,82,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,71 Schiller Crossing,Qulin,MO,63961,32.336600,-111.177100,28835316.39,1097.17,3533.72,9,5,,121
392,ligula nec sem,Konklux,61,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0 Tomscot Trail,San Jose,CA,95138,41.945300,-87.747400,8857033.00,5417.20,180.12,7,3,,45
393,tortor id nulla,Viva,70,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",642 Sage Avenue,Glen Burnie,MD,21060,31.970100,-111.890700,4888204.00,526.83,6408.46,8,3,,69
394,massa id,Temp,44,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",2 Brentwood Place,Boulevard,CA,91905,47.116000,-114.049800,3545717.00,2200.20,3064.66,8,2,,196
395,tempus,Alphazap,87,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",3972 Kenwood Hill,Sawyer,MN,55780,41.758200,-88.297100,9607874.00,530.19,8797.02,9,4,,156
396,molestie nibh in,Konklux,40,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",73 Buhler Road,Yuma,AZ,85367,41.613000,-90.606300,21713978.52,2632.75,9281.41,6,4,,130
401,turpis eget,Vagram,98,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",8311 Stephen Court,Atlanta,GA,30336,30.614300,-87.275800,12821117.26,2476.63,833.53,5,4,,178
402,vestibulum ante ipsum,Bitchip,97,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",35 Grim Hill,Myrtle Beach,SC,29587,35.001800,-85.313800,10433167.23,3560.79,7535.27,5,2,,246
403,nam,Zoolab,75,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",9346 Lakewood Gardens Drive,Melrose,WI,54642,33.470700,-111.718800,10363633.77,6802.97,687.88,9,2,,298
406,est congue,Gembucket,59,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1 Spenser Point,Harriet,AR,72639,32.767300,-96.777600,28293925.26,701.41,1626.21,10,3,,121
407,turpis a pede,Stronghold,83,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1 Harbort Court,Buchtel,OH,45716,39.969000,-83.011400,23207931.06,6227.87,2211.62,6,2,,276
408,sapien,Temp,89,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",4539 Pine View Street,Jonesboro,GA,30237,43.115400,-88.034600,18274125.80,6122.27,5834.00,8,2,,74
409,sagittis dui,Bitwolf,52,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",26 Miller Road,Elma,IA,50628,38.618500,-90.256400,24551537.74,2124.86,4166.88,6,2,,131
411,curae mauris viverra,Duobam,55,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",972 Erie Road,Lenni,PA,19052,38.927300,-94.714300,26024456.16,5830.23,9563.85,10,4,,27
412,vulputate,Namfix,57,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",95710 Prairieview Junction,Melbourne,FL,32919,30.351000,-81.506100,17110618.69,537.67,3561.52,10,3,,24
413,eros viverra,Konklab,87,Fusce consequat. Nulla nisl. Nunc nisl.,771 Kingsford Circle,Hollywood,FL,33021,27.844400,-82.796300,14207785.92,5844.77,1880.67,8,4,,92
416,amet nunc viverra,Matsoft,40,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",2087 Oxford Hill,Reading,PA,19609,39.726500,-86.000500,22366106.65,3934.01,4606.98,6,3,,190
418,tellus in,Quo Lux,31,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",6641 Katie Alley,Greenleaf,ID,83626,64.854400,-147.846900,7787481.00,1699.24,8338.77,7,3,,156
421,ut blandit,Trippledex,26,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",005 Canary Pass,Lake Oswego,OR,97034,34.044700,-118.448700,22592861.14,7416.68,7385.09,9,5,,284
422,id,Lotlux,26,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",867 Roxbury Lane,Mobile,AL,36693,58.327100,-134.474200,24058084.70,5820.99,9037.51,6,3,,36
423,luctus cum sociis,Job,61,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",13 Dayton Trail,Baltimore,MD,21298,21.327800,-157.829400,18950340.32,1062.62,2394.14,6,5,,221
424,integer,Konklux,33,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",7 Vera Drive,Linch,WY,82640,30.447800,-84.321100,13554927.36,7436.05,7824.29,7,3,,12
425,vulputate luctus cum,Domainer,76,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",48 Messerschmidt Park,Greensboro,NC,27406,35.188500,-101.816500,24532891.28,603.84,7817.06,8,5,,258
426,fusce congue diam,Bitchip,26,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",31 Hudson Road,Bremerton,WA,98311,38.893300,-77.014600,11008314.97,7406.93,9086.68,7,4,,291
428,ultrices posuere cubilia,Ronstring,30,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",5 Arapahoe Drive,Yellville,AR,72687,33.276500,-112.187200,4676973.00,5022.76,7183.46,10,4,,65
429,posuere metus vitae,Gembucket,21,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",97 Dapin Crossing,Springfield,NE,68059,40.651400,-73.870800,27084954.78,4146.98,1233.67,9,5,,105
430,erat eros viverra,Holdlamis,51,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1733 Sunnyside Place,Milwaukee,WI,53228,32.767300,-96.777600,9528321.00,7539.39,5981.74,8,4,,283
431,maecenas,Zaam-Dox,93,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",24 Westridge Street,San Antonio,TX,78254,39.284700,-76.620500,5579877.88,1466.60,1212.02,8,3,,246
432,tempus semper est,Tampflex,29,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",02667 Hoffman Parkway,Galt,IA,50101,40.754800,-73.601800,29512948.99,2051.93,8320.43,10,3,,213
433,rutrum rutrum neque,Fintone,28,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",774 Elgar Court,Bear River City,UT,84301,35.260000,-80.804200,8995930.00,4565.45,3907.19,10,3,,296
515,eget vulputate ut,Stringtough,41,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",69 Grim Street,Mishicot,WI,54228,41.146500,-85.123200,4882551.00,7517.42,5490.29,9,4,,101
435,dolor morbi,Namfix,21,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",62 Brickson Park Road,Springville,IA,52336,38.530900,-92.249300,20328660.11,2647.25,6304.70,10,4,,78
437,augue vel,It,39,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,05033 Ilene Center,Merizo,GU,96916,31.971400,-81.071600,2838768.88,5445.63,7576.22,9,3,,122
440,consequat in,Stim,93,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1 Westport Avenue,Mahaska,KS,66955,41.625500,-86.243300,8892952.00,3017.69,8979.56,8,3,,16
